Name,Age,Hometown,Country,Boarded,Destination,Lifeboat,Class,Survive,Title,CountryBin,AgeBin,FamilySize,isAlone,AgeBin_Code,CountryBin_Code,Title_Code
"Levy, Mr. René Jacques",36,"Montreal, Quebec, Canada",Canada,Cherbourg,"Montreal, Quebec, Canada",0,2,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Leyson, Mr. Robert William Norman",25,"London, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Lingane, Mr. John",61,"Chelsea, Michigan, US",US,Southampton,"Chelsea, Michigan, US",0,2,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Louch, Mr. Charles Alexander",50,"Weston-super-Mare, North Somerset, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Louch, Mrs. Alice Adelaide (née Slow)",42,"Weston-super-Mare, North Somerset, England",UK,Southampton,New York City,1,2,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Mack, Mrs. Mary (née Lacy)",57,"Southampton, Hampshire, England",UK,Southampton,New York City,0,2,0,Mrs,UK,seniors,1,1,2.0,3.0,7.0
"Malachard, Mr. Jean-Noël",25,"Paris, France",France,Cherbourg,New York City,0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Mallet, Mr. Albert",31,"Montreal, Quebec, Canada",Canada,Cherbourg,"Montreal, Quebec, Canada",0,2,0,Mr,Other,adults,3,0,0.0,0.0,6.0
"Mallet, Mrs. Antoinette Marie (née Magnin)",24,"Montreal, Quebec, Canada",Canada,Cherbourg,"Montreal, Quebec, Canada",1,2,1,Mrs,Other,young adults,3,0,3.0,0.0,7.0
"Mallet, Master André Clément",1,"Montreal, Quebec, Canada",Canada,Cherbourg,"Montreal, Quebec, Canada",1,2,1,Master,Other,minors,3,0,1.0,0.0,4.0
"Mangiavacchi, Mr. Serafino Emilio",30,"Paris, France",France,Cherbourg,New York City,0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Matthews, Mr. William John",30,"St Austell, Cornwall, England",UK,Southampton,"La Salle, Illinois, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Maybery, Mr. Frank Hubert",36,"Weston-super-Mare, North Somerset, England",UK,Southampton,"Moose Jaw, Saskatchewan, Canada",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"McCrae, Mr. Arthur Gordon",32,"Sydney, New South Wales, Australia",Australia,Southampton,Canada,0,2,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"McCrie, Mr. James Matthew",32,"Sarnia, Ontario, Canada",Canada,Southampton,"Sarnia, Ontario, Canada",0,2,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"McKane, Mr. Peter David",46,"Guernsey, Channel Islands",Channel Islands,Southampton,"Rochester, New York, US",0,2,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Mellinger, Mrs. Elizabeth Anne (née Maidment)",41,"Wimbledon, London, England",UK,Southampton,"Bennington, Vermont, US",1,2,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Mellinger, Miss Madeleine Violet",13,"Wimbledon, London, England",UK,Southampton,"Bennington, Vermont, US",1,2,1,Miss,UK,minors,2,0,1.0,3.0,5.0
"Mellors, Mr. William John",19,"Chelsea, London, England",UK,Southampton,"Long Island, New York, US",1,2,1,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Meyer, Mr. August",31,"Harrow, London, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Milling, Mr. Jacob Christian",48,"Odense, Denmark",Denmark,Southampton,"Oregon, Wisconsin, US",0,2,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Mitchell, Mr. Henry Michael",71,"Guernsey, Channel Islands",Channel Islands,Southampton,"Toledo, Ohio, US",0,2,0,Mr,Other,seniors,1,1,2.0,0.0,6.0
"Montvila, Father Juozas",27,"Gudinė, Lithuania [88]",Lithua,Southampton,"Worcester, Massachusetts, US",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Moraweck, Dr. Ernest",54,"Frankfort, Kentucky, US",US,Southampton,"Frankfort, Kentucky, US",0,2,0,Dr,US,seniors,1,1,2.0,4.0,2.0
"Morley, Mr. Henry Samuel (alias Mr. Henry Marshall)",38,"Birmingham, Worcester, England",UK,Southampton,"Los Angeles, US",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Mudd, Mr. Thomas Charles",16,"Huntingfield, Suffolk, England",UK,Southampton,New York City,0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Myles, Mr. Thomas Francis",63,"Fermoy, Ireland[note 2]",UK,Queenstown,"Waban, Massachusetts, US",0,2,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Nassr Allah, Mr. Niqula Khalil",28,"Zahlé, Lebanon, Ottoman Empire[note 8]",Ottoman Empire,Cherbourg,"Cleveland, Ohio, US",0,2,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Nassr Allah, Mrs. Adal (née Akim)[74][89]",17,"Zahlé, Lebanon, Ottoman Empire",Ottoman Empire,Cherbourg,"Cleveland, Ohio, US",1,2,1,Mrs,Other,minors,2,0,1.0,0.0,7.0
"Navratil, Mr. Michel (alias Charles Hoffman)[23]",32,"Nice, France",France,Southampton,New York City,0,2,0,Mr,Other,adults,3,0,0.0,0.0,6.0
"Navratil, Master Michel Marcel (alias John Hoffman)[90]",3,"Nice, France",France,Southampton,New York City,1,2,1,Master,Other,minors,3,0,1.0,0.0,4.0
"Navratil, Master Edmond Roger (alias Fred Hoffman)[91]",2,"Nice, France",France,Southampton,New York City,1,2,1,Master,Other,minors,3,0,1.0,0.0,4.0
"Nesson, Mr. Israel",26,"London, England",UK,Southampton,"Boston, Massachusetts, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Nicholls, Mr. Joseph Charles ""Joe""",19,"St. Ives, Cornwall, England",UK,Southampton,"Houghton, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Norman, Mr. Robert Douglas",28,"Glasgow, Scotland",UK,Southampton,"Houghton, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Nye, Mrs. Elizabeth (née Ramell)",29,"East Orange, New Jersey, US",US,Southampton,"East Orange, New Jersey, US",1,2,1,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Otter, Mr. Richard",39,"Middleburg Heights, Ohio, US",US,Southampton,"Middleburg Heights, Ohio, US",0,2,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Oxenham, Mr. Percy Thomas",22,"London, England",UK,Southampton,"North Bergen, New Jersey, US",1,2,1,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Padron Manent, Mr. Julian",26,"Barcelona, Catalonia, Spain",Spain,Cherbourg,"Havana, Cuba",1,2,1,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Pain, Dr. Alfred ""Alf""",23,"Hamilton, Ontario, Canada",Canada,Southampton,"Hamilton, Ontario, Canada",0,2,0,Dr,Other,young adults,1,1,3.0,0.0,2.0
"Pallas y Castello, Mr. Emilio",29,"Barcelona, Catalonia, Spain",Spain,Cherbourg,"Havana, Cuba",1,2,1,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Parker, Mr. Clifford Richard",28,"Guernsey, Channel Islands",Channel Islands,Southampton,New York City,0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Parkes, Mr. Francis ""Frank""[72]",18,"Belfast, Ireland",UK,Belfast,New York City,0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Parrish, Mrs. Lutie Davis (née Temple)",60,"Woodford County, Kentucky, US",US,Southampton,"Woodford County, Kentucky, US",1,2,1,Mrs,US,seniors,1,1,2.0,4.0,7.0
"Pengelly, Mr. Frederick William",19,"Gunnislake, Cornwall, England",UK,Southampton,"Butte, Montana, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Peruschitz, Father Josef",28,"Scheyern, Bavaria, German Empire[note 3]",German Empire,Southampton,"St. Cloud, Minnesota, US",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Phillips, Mr. Escott Robert",42,"Ilfracombe, Devon, England",UK,Southampton,"New Brighton, Pennsylvania, US",0,2,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"Phillips, Miss Alice Frances Louisa",21,"Ilfracombe, Devon, England",UK,Southampton,"New Brighton, Pennsylvania, US",1,2,1,Miss,UK,young adults,3,0,3.0,3.0,5.0
"Phillips, Miss Kate Florence (alias Mrs. Kate Marshall)[8][92]",19,"Birmingham, Worcester, England",UK,Southampton,"Los Angeles, US",1,2,1,Miss,UK,young adults,3,0,3.0,3.0,5.0
"Pinsky, Mrs. Rosa",21,"Brooklyn, New York, US",US,Southampton,"Brooklyn, New York, US",1,2,1,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Ponesell, Mr. Martin",34,"Southampton, Hampshire, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Portaluppi, Mr. Emilio Ilario Giuseppe",34,"Milford, New Hampshire, US",US,Southampton,"Milford, New Hampshire, US",1,2,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Pulbaum, Mr. Franz",27,New York City,US,Southampton,New York City,0,2,0,Mr,US,young adults,1,1,3.0,4.0,6.0
"Quick, Mrs. Jane (née Richards)",33,"Plymouth, Devon, England",UK,Southampton,"Detroit, Michigan, US",1,2,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Quick, Miss Winnifred Vera",8,"Plymouth, Devon, England",UK,Southampton,"Detroit, Michigan, US",1,2,1,Miss,UK,minors,3,0,1.0,3.0,5.0
"Quick, Miss Phyllis May",2,"Plymouth, Devon, England",UK,Southampton,"Detroit, Michigan, US",1,2,1,Miss,UK,minors,3,0,1.0,3.0,5.0
"Reeves, Mr. David",36,"Slinfold, West Sussex, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Renouf, Mr. Peter Henry",33,"Elizabeth, New Jersey, US",US,Southampton,"Elizabeth, New Jersey, US",0,2,0,Mr,US,adults,2,0,0.0,4.0,6.0
"Renouf, Mrs. Lillian ""Lily"" (née Jefferys)",30,"Elizabeth, New Jersey, US",US,Southampton,"Elizabeth, New Jersey, US",1,2,1,Mrs,US,young adults,2,0,3.0,4.0,7.0
"Reynaldo, Miss Encarnación",28,"Marbella, Spain",Spain,Southampton,New York City,1,2,1,Miss,Other,young adults,1,1,3.0,0.0,5.0
"Richard, Mr. Emile Philippe",23,"Paris, France",France,Cherbourg,"Montreal, Quebec, Canada",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Richards, Mrs. Emily (née Hocking)",23,"Penzance, Cornwall, England",UK,Southampton,"Akron, Ohio, US",1,2,1,Mrs,UK,young adults,2,0,3.0,3.0,7.0
"Richards, Master William Rowe",3,"Penzance, Cornwall, England",UK,Southampton,"Akron, Ohio, US",1,2,1,Master,UK,minors,2,0,1.0,3.0,4.0
"Ridsdale, Miss Lucy",50,"London, England",UK,Southampton,"Marietta, Ohio, US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Rogers, Mr. Reginald Harry",18,"Tavistock, Devon, England",UK,Southampton,"Wilkes Barre, Pennsylvania, US",0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Rugg, Miss Emily",21,"Guernsey, Channel Islands",Channel Islands,Southampton,"Wilmington, Delaware, US",1,2,1,Miss,Other,young adults,1,1,3.0,0.0,5.0
"Schmidt, Mr. August",26,"Newark, New Jersey, US",US,Southampton,"Newark, New Jersey, US",0,2,0,Mr,US,young adults,1,1,3.0,4.0,6.0
"Sedgwick, Mr. Charles Frederick Waddington",25,"Liverpool, Merseyside, England",UK,Southampton,"Minatitlán, Veracruz, Mexico",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Sharp, Mr. Percival James",27,"London, England, UK",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Shelley, Mrs. Imanita (née Parrish Hall)",25,"Deer Lodge, Montana, US",US,Southampton,"Deer Lodge, Montana, US",1,2,1,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Silvén, Miss Lyyli Karolina",17,"Tornio, Grand Duchy of Finland[note 7]",Grand Duchy of Finland,Southampton,"Minneapolis, Minnesota, US",1,2,1,Miss,Other,minors,1,1,1.0,0.0,5.0
"Sincock, Miss Maude",20,"St. Ives, Cornwall, England",UK,Southampton,"Hancock, Michigan, US",1,2,1,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Sinkkonen, Miss Anna",30,"Turku, Grand Duchy of Finland[note 7]",Grand Duchy of Finland,Southampton,"Brighton, Boston, Massachusetts, US",1,2,1,Miss,Other,young adults,1,1,3.0,0.0,5.0
"Sjöstedt, Mr. Ernst Adolf",30,"Hjo, Västergötland, Sweden",Sweden,Southampton,"Sault Ste Marie, Michigan, US",1,2,1,Mr,Sweden,young adults,1,1,3.0,1.0,6.0
"Slayter, Miss Hilda Mary",30,"Halifax, Nova Scotia, Canada",Canada,Queenstown,"Vancouver, British Columbia, Canada",1,2,1,Miss,Other,young adults,1,1,3.0,0.0,5.0
"Slemen, Mr. Richard James",35,"Landrake, Cornwall, England",UK,Southampton,"Nashua, New Hampshire, US",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Smith, Miss Marion Elsie",39,"Basingstoke, Hampshire, England",UK,Southampton,"Washington, DC US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Sobey, Mr. Samuel James Hayden",25,"Porthallow, Cornwall, England",UK,Southampton,"Houghton, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Stanton, Mr. Samuel Ward",42,New York City,US,Southampton,New York City,0,2,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Stokes, Mr. Philip Joseph",25,"London, England",UK,Southampton,"Detroit, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Sweet, Mr. George Frederick",14,"Yeovil, Somerset, England",UK,Southampton,"Bernardsville, New Jersey, US",0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Taylor, Mr. Percy Cornelius[72]",32,"London, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Toomey, Miss Ellen Mary",48,"Indianapolis, Indiana, US",US,Southampton,"Indianapolis, Indiana, US",1,2,1,Miss,US,adults,1,1,0.0,4.0,5.0
"Troupiansky, Mr. Moses Aaron",23,"London, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Trout, Mrs. Jessie L.",26,"Columbus, Ohio, US",US,Southampton,"Columbus, Ohio, US",1,2,1,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Troutt, Miss Edwina Celia ""Winnie""",27,"Bath, Somerset, England",UK,Southampton,"Auburndale, Massachusetts, US",1,2,1,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Turpin, Mr. William John Robert",29,"Plymouth, Devon, England",UK,Southampton,"Salt Lake City, Utah, US",0,2,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Turpin, Mrs. Dorothy Ann (née Wonnacott)",27,"Plymouth, Devon, England",UK,Southampton,"Salt Lake City, Utah, US",0,2,0,Mrs,UK,young adults,2,0,3.0,3.0,7.0
"Veal, Mr. James",40,"Barre, Vermont, US",US,Southampton,"Barre, Vermont, US",0,2,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Wallcroft, Miss Ellen ""Nellie""",36,"Maidenhead, Berkshire, England",UK,Southampton,"Mamaroneck, New York, US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Ware, Mr. John James",45,"Bristol, Avon, England",UK,Southampton,"New Britain, Connecticut, US",0,2,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"Ware, Mrs. Florence Louise (née Long)",31,"Bristol, Avon, England",UK,Southampton,"New Britain, Connecticut, US",1,2,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Ware, Mr. William Jeffery",23,"Gunnislake, Cornwall, England",UK,Southampton,"Butte, Montana, US",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Watson, Mr. Ennis Hastings[72]",15,"Belfast, Ireland, UK",UK,Belfast,New York City,0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)",40,"Aberdeen, Aberdeenshire, Scotland",UK,Southampton,"Portland, Oregon, US",1,2,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Watt, Miss Robertha Josephine ""Bertha""",12,"Aberdeen, Aberdeenshire, Scotland",UK,Southampton,"Portland, Oregon, US",1,2,1,Miss,UK,minors,2,0,1.0,3.0,5.0
"Webber, Miss Susan",37,"Bude, Cornwall, England",UK,Southampton,"Hartford, Connecticut, US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Weisz, Mr. Leopold",28,"Bromsgrove, Worcestershire, England",UK,Southampton,"Montreal, Quebec, Canada",0,2,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Weisz, Mrs. Mathilde Françoise (née Pëde)",37,"Bromsgrove, Worcestershire, England",UK,Southampton,"Montreal, Quebec, Canada",1,2,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Wells, Mrs. Addie Dart (née Trevaskis)",29,"Heamoor, Cornwall, England",UK,Southampton,"Akron, Ohio, US",1,2,1,Mrs,UK,young adults,3,0,3.0,3.0,7.0
"Wells, Miss Joan",4,"Heamoor, Cornwall, England",UK,Southampton,"Akron, Ohio, US",1,2,1,Miss,UK,minors,3,0,1.0,3.0,5.0
"Wells, Master Ralph Lester",2,"Heamoor, Cornwall, England",UK,Southampton,"Akron, Ohio, US",1,2,1,Master,UK,minors,3,0,1.0,3.0,4.0
"West, Mr. Edwy Arthur",36,"Bournemouth, Dorset, England",UK,Southampton,"Gainesville, Florida, US",0,2,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"West, Mrs. Ada Mary (née Worth)[74][93]",33,"Bournemouth, Dorset, England",UK,Southampton,"Gainesville, Florida, US",1,2,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"West, Miss Constance Mirium",4,"Bournemouth, Dorset, England",UK,Southampton,"Gainesville, Florida, US",1,2,1,Miss,UK,minors,3,0,1.0,3.0,5.0
"Wheadon, Mr. Edward H.",66,"Guernsey, Channel Islands",Channel Islands,Southampton,"Edgewood, Rhode Island, US",0,2,0,Mr,Other,seniors,1,1,2.0,0.0,6.0
"Wheeler, Mr. Edwin Charles ""Fred""",24,"Bath, Somerset, England",UK,Southampton,"Asheville, North Carolina, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Whilems, Mr. Charles",32,"London, England",UK,Southampton,New York City,1,2,1,Mr,UK,adults,1,1,0.0,3.0,6.0
"Wilkinson, Miss Elizabeth Anne (alias Mrs. Elizabeth Faunthorpe)",29,"Manchester, England",UK,Southampton,"Philadelphia, Pennsylvania, US",1,2,1,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Williams, Mr. Charles Eugene",23,"Harrow, London, England",UK,Southampton,"Chicago, Illinois, US",1,2,1,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Woodward, Mr. John Wesley[72]",32,"Oxford, Oxfordshire, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Wright, Miss Marion",26,"Yeovil, Somerset, England",UK,Southampton,"Cottage Grove, Oregon, US",1,2,1,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Yvois, Miss Henriette",24,"Paris, France",France,Southampton,"Montreal, Quebec, Canada",0,2,0,Miss,Other,young adults,1,1,3.0,0.0,5.0
"Abbing, Mr. Anthony",40,"Cincinnati, Ohio",US,Southampton,"Cincinnati, Ohio, US",0,3,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Abbott, Mrs. Rhoda Mary (née Hunt)",39,"East Providence, Rhode Island",US,Southampton,"East Providence, Rhode Island, US",1,3,1,Mrs,US,adults,3,0,0.0,4.0,7.0
"Abbott, Mr. Rossmore Edward",16,"East Providence, Rhode Island",US,Southampton,"East Providence, Rhode Island, US",0,3,0,Mr,US,minors,3,0,1.0,4.0,6.0
"Abbott, Mr. Eugene Joseph",14,"East Providence, Rhode Island",US,Southampton,"East Providence, Rhode Island, US",0,3,0,Mr,US,minors,3,0,1.0,4.0,6.0
"Abd al-Khaliq, Mr. Farid Qasim Husayn",18,Shana,Syria,Cherbourg,New York City,0,3,0,Mr,Syria,minors,1,1,1.0,2.0,6.0
"Abelseth, Miss Karen Marie",16,Sunnmøre,Norway,Southampton,"Los Angeles, California, US",1,3,1,Miss,Other,minors,2,0,1.0,0.0,5.0
"Abelseth, Mr. Olaus Jørgensen",25,"Perkins County, South Dakota",US,Southampton,"Perkins County, South Dakota, US",1,3,1,Mr,US,young adults,2,0,3.0,4.0,6.0
"Abrahamsson, Mr. Abraham August Johannes",20,Dalsbruk,Finland,Southampton,"Hoboken, New Jersey, US",1,3,1,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Abrahim, Mrs. Mary Sophie Halaut (née Easu)",18,Shwayhad,Syria,Cherbourg,"Greensburg, Pennsylvania, US",1,3,1,Mrs,Syria,minors,1,1,1.0,2.0,7.0
"Ådahl, Mr. Mauritz",30,"Asarum, Småland",Sweden,Southampton,"Brooklyn, New York, US",0,3,0,Mr,Sweden,young adults,1,1,3.0,1.0,6.0
"Adams, Mr. John",26,"Bournemouth, Dorset",UK,Southampton,"La Porte City, Iowa, US",0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Ahlin, Mrs. Johanna Persdotter (née Larsson)",40,"Göteborg, Västergötland",Sweden,Southampton,"Akeley, Minnesota, US",0,3,0,Mrs,Sweden,adults,1,1,0.0,1.0,7.0
"Aks, Mrs. Leah (née Rosen)",21,London,UK,Southampton,"Norfolk, Virginia, US",1,3,1,Mrs,UK,young adults,1,1,3.0,3.0,7.0
"Al-Muna, Mr. Nasif Qasim",26,"Fredericksburg, Virginia",US,Cherbourg,"Fredericksburg, Virginia, US",1,3,1,Mr,US,young adults,1,1,3.0,4.0,6.0
"Alexander, Mr. William",23,"Great Yarmouth, Norfolk",UK,Southampton,"Albion, Michigan, US",0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Alhomäki, Mr. Ilmari Rudolf",19,Salo,Finland,Southampton,"Astoria, Oregon, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Ali, Mr. Ahmed",24,Buenos Aires,Argentina,Southampton,New York City,0,3,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Ali, Mr. William",25,Buenos Aires,Argentina,Southampton,New York City,0,3,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Allen, Mr. William Henry",35,"Birmingham, West Midlands",UK,Southampton,New York City,0,3,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Allum, Mr. Owen George",15,"Southall, London",UK,Southampton,New York City,0,3,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Al-Zainni, Mr. Fahim Ruhanna",22,Toula,Syria,Cherbourg,"Dayton, Ohio, US",1,3,1,Mr,Syria,young adults,1,1,3.0,2.0,6.0
"Andersen, Mr. Albert Karvin",33,Bergen,Norway,Southampton,New York City,0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Andersen-Jensen, Miss Carla Christine",19,Eskilstrup,Denmark,Southampton,"Portland, Oregon, US",1,3,1,Miss,Other,young adults,1,1,3.0,0.0,5.0
"Andersson, Mr. Anders Johan",39,"Kisa, Östergötland",Sweden,Southampton,"Winnipeg, Manitoba, Canada",0,3,0,Mr,Sweden,adults,10,0,0.0,1.0,6.0
"Andersson, Mrs. Alfrida Konstantia (née Brogren)",39,"Kisa, Östergötland",Sweden,Southampton,"Winnipeg, Manitoba, Canada",0,3,0,Mrs,Sweden,adults,10,0,0.0,1.0,7.0
"Andersson, Miss Sigrid Elisabeth",11,"Kisa, Östergötland",Sweden,Southampton,"Winnipeg, Manitoba, Canada",0,3,0,Miss,Sweden,minors,10,0,1.0,1.0,5.0
"Andersson, Miss Ingeborg Constanzia",9,"Kisa, Östergötland",Sweden,Southampton,"Winnipeg, Manitoba, Canada",0,3,0,Miss,Sweden,minors,10,0,1.0,1.0,5.0
"Andersson, Miss Ebba Iris Alfrida",6,"Kisa, Östergötland",Sweden,Southampton,"Winnipeg, Manitoba, Canada",0,3,0,Miss,Sweden,minors,10,0,1.0,1.0,5.0
"Andersson, Master Sigvard Harald Elias",4,"Kisa, Östergötland",Sweden,Southampton,"Winnipeg, Manitoba, Canada",0,3,0,Master,Sweden,minors,10,0,1.0,1.0,4.0
"Andersson, Miss Ellis Anna Maria",2,"Kisa, Östergötland",Sweden,Southampton,"Winnipeg, Manitoba, Canada",0,3,0,Miss,Sweden,minors,10,0,1.0,1.0,5.0
"Andersson, Miss Erna Alexandra",17,Ruotsinpyhtää,Finland,Southampton,New York City,1,3,1,Miss,Other,minors,10,0,1.0,0.0,5.0
"Andersson, Miss Ida Augusta Margareta",38,"Vadsbro, Sörmland",Sweden,Southampton,"Manistee, Michigan, US",0,3,0,Miss,Sweden,adults,10,0,0.0,1.0,5.0
"Andersson, Mr. Johan Samuel",26,"Hartford, Connecticut",US,Southampton,"Hartford, Connecticut, US",0,3,0,Mr,US,young adults,10,0,3.0,4.0,6.0
"Andreasson, Mr. Paul Edvin",20,"Kalfsnäs, Småland",Sweden,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Sweden,young adults,1,1,3.0,1.0,6.0
"Angheloff, Mr. Minko",26,"Terziysko, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Arnold-Franchi, Mr. Josef",25,"Altdorf, Uri",Switzerland,Southampton,"New Glarus, Wisconsin, US",0,3,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Arnold-Franchi, Mrs. Josefine (née Franchi)",18,"Altdorf, Uri",Switzerland,Southampton,"New Glarus, Wisconsin, US",0,3,0,Mrs,Other,minors,2,0,1.0,0.0,7.0
"Aronsson, Mr. Ernst Axel Algot",24,"Horset, Småland",Sweden,Southampton,"Joliet, Illinois, US",0,3,0,Mr,Sweden,young adults,1,1,3.0,1.0,6.0
"Asim, Mr. Adola",35,Buenos Aires,Argentina,Southampton,New York City,0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",40,"Alseda, Småland",Sweden,Southampton,"Worcester, Massachusetts, US",0,3,0,Mr,Sweden,adults,8,0,0.0,1.0,6.0
"Asplund, Mrs. Selma Augusta Emilia (née Johansson)",38,"Alseda, Småland",Sweden,Southampton,"Worcester, Massachusetts, US",1,3,1,Mrs,Sweden,adults,8,0,0.0,1.0,7.0
"Asplund, Master Filip Oscar",13,"Alseda, Småland",Sweden,Southampton,"Worcester, Massachusetts, US",0,3,0,Master,Sweden,minors,8,0,1.0,1.0,4.0
"Asplund, Master Clarence Gustaf Hugo",9,"Alseda, Småland",Sweden,Southampton,"Worcester, Massachusetts, US",0,3,0,Master,Sweden,minors,8,0,1.0,1.0,4.0
"Asplund, Master Carl Edgar",5,"Alseda, Småland",Sweden,Southampton,"Worcester, Massachusetts, US",0,3,0,Master,Sweden,minors,8,0,1.0,1.0,4.0
"Asplund, Miss Lillian Gertrud",5,"Alseda, Småland",Sweden,Southampton,"Worcester, Massachusetts, US",1,3,1,Miss,Sweden,minors,8,0,1.0,1.0,5.0
